bea_amused_200|He leapt again  and the club caught him once more.
bea_amused_201|He cried  and swung the club wildly.
bea_amused_202|She turned  fearing that Jacques might see what was in her face.
bea_amused_203|They were following the shore of a lake.
bea_amused_204|The wolf-dog thrust his gaunt muzzle toward him.
bea_amused_205|From now on we're pals.
bea_amused_206|He says he bought him of Jacques Le Beau.
bea_amused_207|How much was it.
bea_amused_208|Youth had come back to her  freed from the yoke of oppression.
bea_amused_209|It was not a large lake  and almost round.
bea_amused_210|Its diameter was not more than two hundred yards.
bea_amused_211|It drowned all sound that brute agony and death may have made.
bea_amused_212|Fresh cases  still able to walk  they clustered about the spokesman.
bea_amused_213|Between him and the beach was the cane-grass fence of the compound.
bea_amused_214|Besides  he was paid one case of tobacco per head.
bea_amused_215|They die out of spite.
bea_amused_216|The other felt a sudden wave of irritation rush through him.
bea_amused_217|Oppressive as the heat had been  it was now even more oppressive.
bea_amused_218|The ringing of the big bell aroused him.
bea_amused_219|At first he puzzled over something untoward he was sure had happened.
bea_amused_220|A dead man is of no use on a plantation.
bea_amused_221|I don't know why you're here at all.
bea_amused_222|What part of the United States is your home.
bea_amused_223|My  I'm almost homesick for it already.
bea_amused_224|She nodded  and her eyes grew soft and moist.
bea_amused_225|I was brought up the way most girls in Hawaii are brought up.
bea_amused_226|That came before my A B C's.
bea_amused_227|It was the same way with our revolvers and rifles.
bea_amused_228|But it contributed to the smash.
bea_amused_229|The last one I knew was an overseer.
bea_amused_230|Do you know any good land around here.
bea_amused_231|The Resident Commissioner is away in Australia.
bea_amused_232|I cannot follow you  she said.
bea_amused_233|I never allow what can't be changed to annoy me.
bea_amused_234|Why  the average review is more nauseating than cod liver oil.
bea_amused_235|His voice was passionately rebellious.
bea_amused_236|Don't you see I hate you.
bea_amused_237|So Hughie and I did the managing ourselves.
bea_amused_238|It happened to him at the Gallina Society in Oakland one afternoon.
bea_amused_239|He cried in such genuine dismay that she broke into hearty laughter.
bea_amused_240|Wash your hands of me.
bea_amused_241|I think it's much nicer to quarrel.
bea_amused_242|I saw it when she rolled.
bea_amused_243|I only read the quotations.
bea_amused_244|He was the soul of devotion to his employers.
bea_amused_245|Out of his eighteen hundred  he laid aside sixteen hundred each year.
bea_amused_246|You have heard always how he was the lover of the Princess Naomi.
bea_amused_247|They ought to pass here some time today.
bea_amused_248|I had been sad too long already.
bea_amused_249|All eyes  however  were staring at him in certitude of expectancy.
bea_amused_250|He had observed the business life of Hawaii and developed a vaulting ambition.
bea_amused_251|I may manage to freight a cargo back as well.
bea_amused_252|O'Brien had been a clean living young man with ideals.
bea_amused_253|He it was that lived to found the family of the Patino.
bea_amused_254|Straight out they swam  their heads growing smaller and smaller.
bea_amused_255|You won't die of malnutrition  be sure of that.
bea_amused_257|They are coming ashore  whoever they are.
bea_amused_258|Soaked in seawater they offset the heat rays.
bea_amused_259|Think of investing in such an adventure.
bea_amused_260|Nobody knew his history  they of the Junta least of all.
bea_amused_261|I have been doubly baptized.
bea_amused_262|They wouldn't be sweeping a big vessel like the Martha.
bea_amused_263|Joan looked triumphantly at Sheldon  who bowed.
bea_amused_264|And I hope you've got plenty of chain out  Captain Young.
bea_amused_265|The discovery seemed to have been made on the spur of the moment.
bea_amused_266|They handled two men already  both grub-thieves.
bea_amused_267|Eli Harding asked  as Shunk started to follow.
bea_amused_268|Now go ahead and tell me in a straightforward way what has happened.
bea_amused_269|That's where they cut off the Scottish Chiefs and killed all hands.
bea_amused_270|And after the bath a shave would not be bad.
bea_amused_271|Now please give a plain statement of what occurred.
bea_amused_272|You can take a vacation on pay.
bea_amused_273|They are big trees and require plenty of room.
bea_amused_274|And Raoul listened again to the tale of the house.
bea_amused_275|There are no kiddies and half grown youths among them.
bea_amused_276|Oolong Atoll was one hundred and forty miles in circumference.
bea_amused_277|McCoy found a stifling  poisonous atmosphere in the pent cabin.
bea_amused_278|It would give me nervous prostration.
bea_amused_279|She said with chattering teeth.
bea_amused_280|I'll be out of my head in fifteen minutes.
bea_amused_281|I do not blame you for anything; remember that.
bea_amused_282|If you mean to insinuate -- Brentwood began hotly.
bea_amused_283|The woman in you is only incidental  accidental  and irrelevant.
bea_amused_284|There was no forecasting this strange girl's processes.
bea_amused_285|But what they want with your toothbrush is more than I can imagine.
bea_amused_286|Give them their choice between a fine or an official whipping.
bea_amused_287|Keep an eye on him.
bea_amused_288|Those are my oysters  he said at last.
bea_amused_289|They are not regular oyster pirates  Nicholas continued.
bea_amused_290|One by one the boys were captured.
bea_amused_291|The weeks had gone by  and no overt acts had been attempted.
bea_amused_292|Here  in the midmorning  the first casualty occurred.
bea_amused_293|They were deep in the primeval forest.
bea_amused_294|He had been foiled in his attempt to escape.
bea_amused_295|And twenty men could hold it with spears and arrows.
bea_amused_296|Bassett was a fastidious man.
bea_amused_297|There's a big English general right now whose name is Roberts.
bea_amused_298|This tacit promise of continued acquaintance gave Saxon a little joy-thrill.
bea_amused_299|I tell you I am disgusted with this adventure tomfoolery and rot.
bea_amused_300|From my earliest recollection my sleep was a period of terror.
bea_amused_301|But all my dreams violated this law.
bea_amused_302|It is very plausible to such people  a most convincing hypothesis.
bea_amused_303|But they make the mistake of ignoring their own duality.
bea_amused_304|I graduated last of my class.
bea_amused_305|They had no fixed values  to be altered by adjectives and adverbs.
bea_amused_306|He was pressing beyond the limits of his vocabulary.
bea_amused_307|Very early in my life  I separated from my mother.
bea_amused_308|His infernal chattering worries me even now as I think of it.
bea_anger_001|Author of the danger trail  Philip Steels  etc.
bea_anger_002|Not at this particular case  Tom  apologized Whittemore.
bea_anger_003|For the twentieth time that evening the two men shook hands.
bea_anger_004|Lord  but I'm glad to see you again  Phil.
bea_anger_005|Will we ever forget it.
bea_anger_006|God bless 'em  I hope I'll go on seeing them forever.
bea_anger_007|And you always want to see it in the superlative degree.
bea_anger_008|Gad  your letter came just in time.
bea_anger_009|He turned sharply  and faced Gregson across the table.
bea_anger_010|I'm playing a single hand in what looks like a losing game.
bea_anger_011|If I ever needed a fighter in my life I need one now.
bea_anger_012|Gregson shoved back his chair and rose to his feet.
bea_anger_013|He was a head shorter than his companion  of almost delicate physique.
bea_anger_014|Now you're coming down to business  Phil  he exclaimed.
bea_anger_015|It's the aurora borealis.
bea_anger_016|There's Fort Churchill  a rifle-shot beyond the ridge  asleep.
bea_anger_017|From that moment his friendship for Belize turns to hatred and jealousy.
bea_anger_018|There was a change now.
bea_anger_019|I followed the line of the proposed railroad  looking for chances.
bea_anger_020|Clubs and balls and cities grew to be only memories.
bea_anger_021|It fairly clubbed me into recognizing it.
bea_anger_022|Hardly were our plans made public before we were met by powerful opposition.
bea_anger_023|A combination of Canadian capital quickly organized and petitioned for the same privileges.
bea_anger_024|It was my reports from the north which chiefly induced people to buy.
bea_anger_025|I was about to do this when cooler judgment prevailed.
bea_anger_026|It occurred to me that there would have to be an accounting.
bea_anger_027|To my surprise he began to show actual enthusiasm in my favor.
bea_anger_028|Robbery  bribery  fraud.
bea_anger_029|Their forces were already moving into the north country.
bea_anger_030|I had faith in them.
bea_anger_031|They were three hundred yards apart.
bea_anger_032|Since then some mysterious force has been fighting us at every step.
bea_anger_033|He unfolded a long typewritten letter  and handed it to Gregson.
bea_anger_034|Men of Selden's stamp don't stop at women and children.
bea_anger_035|He stopped  and Philip nodded at the horrified question in his eyes.
bea_anger_036|She turned in at the hotel.
bea_anger_037|I was the only one who remained sitting.
bea_anger_038|We'll have to watch our chances.
bea_anger_039|The ship should be in within a week or ten days.
bea_anger_040|I suppose you wonder why she is coming up here.
bea_anger_041|Meanwhile I'll go out to breathe a spell.
bea_anger_042|How could he explain his possession of the sketch.
bea_anger_043|It seemed nearer to him since he had seen and talked with Gregson.
bea_anger_044|Her own betrayal of herself was like tonic to Philip.
bea_anger_045|He moved away as quietly as he had come.
bea_anger_046|The girl faced him  her eyes shining with sudden fear.
bea_anger_047|Close beside him gleamed the white fangs of the wolf-dog.
bea_anger_048|He looked at the handkerchief more  closely.
bea_anger_049|Gregson was asleep when he re-entered the cabin.
bea_anger_050|In spite of their absurdity the words affected Philip curiously.
bea_anger_051|The lace was of a delicate ivory color  faintly tinted with yellow.
bea_anger_052|It was a curious coincidence.
bea_anger_053|Suddenly his fingers closed tightly over the handkerchief.
bea_anger_054|There was nothing on the rock.
bea_anger_055|Philip stood undecided  his ears strained to catch the slightest sound.
bea_anger_056|Pearce's little eyes were fixed on him shrewdly.
bea_anger_057|I have no idea  replied Philip.
bea_anger_058|I came for information more out of curiosity than anything else.
bea_anger_059|His immaculate appearance was gone.
bea_anger_060|Anyway  no one saw her like that.
bea_anger_061|Philip snatched at the letter which Gregson held out to him.
bea_anger_062|The men stared into each other's face.
bea_anger_063|Yes  it was a man who asked  a stranger.
bea_anger_064|The fourth and fifth days passed without any developments.
bea_anger_065|They closed now until his fingers were like cords of steel.
bea_anger_066|He saw Jeanne falter for a moment.
bea_anger_067|Surely I will excuse you  she cried.
bea_anger_068|In a flash Philip followed its direction.
bea_anger_069|It was his intention to return to Eileen and her father.
bea_anger_070|He would first hunt up Gregson and begin his work there.
bea_anger_071|What was the object of your little sensation.
bea_anger_072|But who was Eileen's double.
bea_anger_073|The promoter's eyes were heavy  with little puffy bags under them.
bea_anger_074|And now  down there  Eileen was waiting for him.
bea_anger_075|There has been a change  she interrupted him.
bea_anger_076|The gray eyes faltered; the flush deepened.
bea_anger_077|It is the fire  partly  she said.
bea_anger_078|Then  and at supper  he tried to fathom her.
bea_anger_079|It was a large canoe.
bea_anger_080|What if Jeanne failed him.
bea_anger_081|What if she did not come to the rock.
bea_anger_082|His face was streaming with blood.
bea_anger_083|A shadow was creeping over Pierre's eyes.
bea_anger_084|Scarcely had he uttered the name when Pierre's closing eyes shot open.
bea_anger_085|A trickle of fresh blood ran over his face.
bea_anger_086|Death had come with terrible suddenness.
bea_anger_087|Philip bent lower  and stared into the face of the dead man.
bea_anger_088|He made sure that the magazine was loaded  and resumed his paddling.
bea_anger_089|The nightglow was treacherous to shoot by.
bea_anger_090|The singing voice approached rapidly.
bea_anger_091|His blood grew hot with rage at the thought.
bea_anger_092|He went down in midstream  searching the shadows of both shores.
bea_anger_093|For a full minute he crouched and listened.
bea_anger_094|He had barely entered this when he saw the glow of a fire.
bea_anger_095|A big canvas tent was the first thing to come within his vision.
bea_anger_096|Perhaps she had already met her fate a little deeper in the forest.
bea_anger_097|Then you can arrange yourself comfortably among these robes in the bow.
bea_anger_098|Shall I carry you.
bea_anger_099|A maddening joy pounded in his brain.
bea_anger_100|You must sleep  he urged.
bea_anger_101|You  you would not keep the truth from me.
bea_anger_103|But there came no promise from the bow of the canoe.
bea_anger_104|She was sleeping under his protection as sweetly as a child.
bea_anger_105|Only  it is so wonderful  so almost impossible to believe.
bea_anger_106|The emotion which she had suppressed burst forth now in a choking sob.
bea_anger_107|If you only could know how I thank you.
bea_anger_108|He waded into the edge of the water and began scrubbing himself.
bea_anger_109|Do you know that you are shaking my confidence in you.
bea_anger_110|Much  replied Jeanne  as tersely.
bea_anger_111|Instead  he joined her; and they ate like two hungry children.
bea_anger_112|He was wounded in the arm.
bea_anger_113|I suppose you picked that lingo up among the Indians.
bea_anger_114|Her words sent a strange chill through Philip.
bea_anger_115|He had no excuse for the feelings which were aroused in him.
bea_anger_116|Was it the rendezvous of those who were striving to work his ruin.
bea_anger_118|Pierre obeys me when we are together.
bea_anger_119|Jeanne was turning the bow shoreward.
bea_anger_120|My right foot feels like that of a Chinese debutante.
bea_anger_121|They ate dinner at the fifth  and rested for two hours.
bea_anger_122|Two years ago I gave up civilization for this.
bea_anger_123|She had died from cold and starvation.
bea_anger_124|It was Jeanne singing softly over beyond the rocks.
bea_anger_125|He was determined now to maintain a more certain hold upon himself.
bea_anger_126|Each day she became a more vital part of him.
bea_anger_127|It was a temptation  but he resisted it.
bea_anger_128|This one hope was destroyed as quickly as it was born.
bea_anger_129|Her face was against his breast.
bea_anger_130|She was his now  forever.
bea_anger_131|Providence had delivered him through the maelstrom.
bea_anger_132|A cry of joy burst from Philip's lips.
bea_anger_133|Philip began to feel that he had foolishly overestimated his strength.
bea_anger_134|He obeyed the pressure of her hand.
bea_anger_135|I am going to surprise father  and you will go with Pierre.
bea_anger_136|About him  everywhere  were the evidences of luxury and of age.
bea_anger_137|Then he stepped back with a low cry of pleasure.
bea_anger_138|In the picture he saw each moment a greater resemblance to Jeanne.
bea_anger_139|He told himself that as he washed himself and groomed his disheveled clothes.
bea_anger_140|Accept a father's blessing  and with it  this.
bea_anger_141|It seems like a strange pointing of the hand of God.
bea_anger_142|Such things had occurred before  he told Philip.
bea_anger_143|Ah  I had forgotten  he exclaimed.
bea_anger_144|But there was something even more startling than this resemblance.
bea_anger_145|I have to be careful of them  as they tear very easily.
bea_anger_146|Of course  that is uninteresting  she continued.
bea_anger_147|A moment before he was intoxicated by a joy that was almost madness.
bea_anger_148|Now these things had been struck dead within him.
bea_anger_149|For an instant he saw Pierre drawn like a silhouette against the sky.
bea_anger_150|Goodbye  Pierre  he shouted.
bea_anger_151|And MacDougall was beyond the trail  with three weeks to spare.
bea_anger_152|Philip thrust himself against it and entered.
bea_anger_153|MacDougall tapped his forehead suspiciously with a stubby forefinger.
bea_anger_154|He was smooth-shaven  and his hair and eyes were black.
bea_anger_155|Won't you draw up  gentlemen.
bea_anger_156|A strange fire burned in his eyes when Thorpe turned.
bea_anger_157|He had worshiped her  as Dante might have worshiped Beatrice.
bea_anger_158|Does that look good.
bea_anger_159|They look as though he had been drumming a piano all his life.
bea_anger_160|You want to go over and see his gang throw dirt.
bea_anger_161|Take away their foreman and they wouldn't be worth their grub.
bea_anger_162|That's the sub-foreman  explained Thorpe.
bea_anger_163|Philip made no effort to follow.
bea_anger_164|He came first a year ago  and revealed himself to Jeanne.
bea_anger_165|They are to attack your camp tomorrow night.
bea_anger_166|Two days ago Jeanne learned where her father's men were hiding.
bea_anger_167|I was near the cabin  and saw you.
bea_anger_168|Low bush whipped him in the face and left no sting.
bea_anger_197|Such a dog the wise driver kills  or turns loose.
bea_anger_198|Sometimes her dreams were filled with visions.
bea_anger_199|Thus had the raw wilderness prepared him for this day.
bea_anger_200|He leapt again  and the club caught him once more.
bea_anger_201|He cried  and swung the club wildly.
bea_anger_202|She turned  fearing that Jacques might see what was in her face.
bea_anger_203|They were following the shore of a lake.
bea_anger_204|The wolf-dog thrust his gaunt muzzle toward him.
bea_anger_205|From now on we're pals.
bea_anger_206|He says he bought him of Jacques Le Beau.
bea_anger_207|How much was it.
bea_anger_208|Youth had come back to her  freed from the yoke of oppression.
bea_anger_209|It was not a large lake  and almost round.
bea_anger_210|Its diameter was not more than two hundred yards.
bea_anger_211|It drowned all sound that brute agony and death may have made.
bea_anger_212|Fresh cases  still able to walk  they clustered about the spokesman.
bea_anger_213|Between him and the beach was the cane-grass fence of the compound.
bea_anger_214|Besides  he was paid one case of tobacco per head.
bea_anger_215|They die out of spite.
bea_anger_216|The other felt a sudden wave of irritation rush through him.
bea_anger_217|Oppressive as the heat had been  it was now even more oppressive.
bea_anger_218|The ringing of the big bell aroused him.
bea_anger_219|At first he puzzled over something untoward he was sure had happened.
bea_anger_220|A dead man is of no use on a plantation.
bea_anger_221|I don't know why you're here at all.
bea_anger_222|What part of the United States is your home.
bea_anger_223|My  I'm almost homesick for it already.
bea_anger_224|She nodded  and her eyes grew soft and moist.
bea_anger_225|I was brought up the way most girls in Hawaii are brought up.
bea_anger_226|That came before my A B C's.
bea_anger_227|It was the same way with our revolvers and rifles.
bea_anger_228|But it contributed to the smash.
bea_anger_229|The last one I knew was an overseer.
bea_anger_230|Do you know any good land around here.
bea_anger_231|The Resident Commissioner is away in Australia.
bea_anger_232|I cannot follow you  she said.
bea_anger_233|I never allow what can't be changed to annoy me.
bea_anger_234|Why  the average review is more nauseating than cod liver oil.
bea_anger_235|His voice was passionately rebellious.
bea_anger_236|Don't you see I hate you.
bea_anger_237|So Hughie and I did the managing ourselves.
bea_anger_238|It happened to him at the Gallina Society in Oakland one afternoon.
bea_anger_239|He cried in such genuine dismay that she broke into hearty laughter.
bea_anger_240|Wash your hands of me.
bea_anger_241|I think it's much nicer to quarrel.
bea_anger_242|I saw it when she rolled.
bea_anger_243|I only read the quotations.
bea_anger_244|He was the soul of devotion to his employers.
bea_anger_245|Out of his eighteen hundred  he laid aside sixteen hundred each year.
bea_anger_246|You have heard always how he was the lover of the Princess Naomi.
bea_anger_247|They ought to pass here some time today.
bea_anger_248|I had been sad too long already.
bea_anger_249|All eyes  however  were staring at him in certitude of expectancy.
bea_anger_250|He had observed the business life of Hawaii and developed a vaulting ambition.
bea_anger_251|I may manage to freight a cargo back as well.
bea_anger_252|O'Brien had been a clean living young man with ideals.
bea_anger_253|He it was that lived to found the family of the Patino.
bea_anger_254|Straight out they swam  their heads growing smaller and smaller.
bea_anger_255|You won't die of malnutrition  be sure of that.
bea_anger_256|See the length of the body and that elongated neck.
bea_anger_257|They are coming ashore  whoever they are.
bea_anger_258|Soaked in seawater they offset the heat rays.
bea_anger_259|Think of investing in such an adventure.
bea_anger_260|Nobody knew his history  they of the Junta least of all.
bea_anger_261|I have been doubly baptized.
bea_anger_262|They wouldn't be sweeping a big vessel like the Martha.
bea_anger_263|Joan looked triumphantly at Sheldon  who bowed.
bea_anger_264|And I hope you've got plenty of chain out  Captain Young.
bea_anger_265|The discovery seemed to have been made on the spur of the moment.
bea_anger_266|They handled two men already  both grub-thieves.
bea_anger_267|Eli Harding asked  as Shunk started to follow.
bea_anger_268|Now go ahead and tell me in a straightforward way what has happened.
bea_anger_269|That's where they cut off the Scottish Chiefs and killed all hands.
bea_anger_270|And after the bath a shave would not be bad.
bea_anger_271|Now please give a plain statement of what occurred.
bea_anger_272|You can take a vacation on pay.
bea_anger_273|They are big trees and require plenty of room.
bea_anger_274|And Raoul listened again to the tale of the house.
bea_anger_275|There are no kiddies and half grown youths among them.
bea_anger_276|Oolong Atoll was one hundred and forty miles in circumference.
bea_anger_277|McCoy found a stifling  poisonous atmosphere in the pent cabin.
bea_anger_278|It would give me nervous prostration.
bea_anger_280|I'll be out of my head in fifteen minutes.
bea_anger_281|I do not blame you for anything; remember that.
bea_anger_282|If you mean to insinuate -- Brentwood began hotly.
